Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA_SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
226,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 68 /min|peripher tastbar|RR: 114.086,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass,612,656,413,906,104,117,126,135,345,563,377,191,626,722,820,,6
227,freie Atemwege,Atemfreq: 22 /min|SpO2: 98 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 66 /min|peripher tastbar|RR: 111.084,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass,612,656,413,920,104,117,126,135,345,563,377,191,626,722,820,,7
228,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 68 /min|peripher tastbar|RR: 113.087,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass,612,656,413,906,104,117,126,135,345,563,377,191,626,722,820,,8
229,freie Atemwege,Atemfreq: 22 /min|SpO2: 98 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 66 /min|peripher tastbar|RR: 110.085,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass|,612,656,413,920,104,117,126,135,345,563,377,191,626,722,820,,9
230,,,,,,,,,,,,,,,,,,,,,,,,
234,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 73 /min|peripher tastbar|RR: 98.075,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass,612,656,419,906,104,117,126,135,345,511,370,274,665,722,804,,4
235,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 95 /min|nur zentral noch tastbar|RR: 59.053,somnolent,mittelweit,,feucht|blass,612,656,407,920,104,117,126,135,345,640,429,173,502,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,5
236,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 101 /min|nur zentral noch tastbar|RR: 56.055,somnolent,mittelweit,,feucht|blass,612,656,407,906,104,117,126,135,345,563,377,191,626,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,6
237,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 101 /min|zentral nicht tastbar|RR: 48.043,somnolent,mittelweit,,feucht|blass,612,656,407,920,104,117,126,135,345,563,377,191,626,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,7
238,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 107 /min|zentral nicht tastbar|RR: 45.041,somnolent,mittelweit,,feucht|blass,612,656,407,906,104,117,126,135,345,563,377,191,626,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,8
239,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 107 /min|zentral nicht tastbar|RR: 37.033,keine Reaktion,mittelweit,,feucht|blass|,612,656,407,920,104,117,126,135,345,563,377,191,626,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,9
240,,,,,,,,,,,,,,,,,,,,,,,,
244,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 88 /min|peripher tastbar|RR: 101.082,somnolent,mittelweit,,trocken|rosig,612,658,423,906,104,117,126,135,345,511,370,274,665,722,836,,4
245,freie Atemwege,Atemfreq: 22 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 85 /min|peripher tastbar|RR: 98.080,somnolent,mittelweit,,trocken|rosig,612,658,423,920,104,117,126,135,345,640,429,173,502,722,836,,5
246,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 88 /min|peripher tastbar|RR: 100.083,somnolent,mittelweit,,trocken|rosig,612,658,423,906,104,117,126,135,345,563,377,191,626,722,836,,6
247,freie Atemwege,Atemfreq: 22 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 85 /min|peripher tastbar|RR: 97.081,somnolent,mittelweit,,trocken|rosig,612,658,423,920,104,117,126,135,345,563,377,191,626,722,836,,7
248,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 88 /min|peripher tastbar|RR: 99.084,somnolent,mittelweit,,trocken|rosig,612,658,423,906,104,117,126,135,345,563,377,191,626,722,836,,8
249,freie Atemwege,Atemfreq: 22 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 85 /min|peripher tastbar|RR: 96.082,somnolent,mittelweit,,trocken|rosig|,612,658,423,920,104,117,126,135,345,563,377,191,626,722,836,,9
250,,,,,,,,,,,,,,,,,,,,,,,,
254,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 92 /min|peripher tastbar|RR: 89.073,somnolent,mittelweit,,trocken|rosig,612,658,430,906,104,117,126,135,345,511,370,274,665,722,837,,4
255,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 116 /min|nur zentral noch tastbar|RR: 55.050,somnolent,mittelweit,,feucht|grau,612,658,411,920,104,117,126,135,345,640,429,173,502,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,5
256,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 119 /min|nur zentral noch tastbar|RR: 57.053,somnolent,mittelweit,,feucht|grau,612,658,411,906,104,117,126,135,345,563,377,191,626,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,6
257,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 115 /min|nur zentral noch tastbar|RR: 54.051,somnolent,mittelweit,,feucht|grau,612,658,411,920,104,117,126,135,345,563,377,191,626,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,7
258,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 118 /min|nur zentral noch tastbar|RR: 56.054,somnolent,mittelweit,,feucht|grau,612,658,411,906,104,117,126,135,345,563,377,191,626,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,8
259,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 114 /min|nur zentral noch tastbar|RR: 53.052,somnolent,mittelweit,,feucht|grau|,612,658,411,920,104,117,126,135,345,563,377,191,626,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,9
260,,,,,,,,,,,,,,,,,,,,,,,,
264,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 97 /min|peripher tastbar|RR: 83.081,somnolent,mittelweit,,trocken|blass,612,658,420,906,104,117,126,135,345,511,370,274,665,722,813,,4
265,freie Atemwege,Atemfreq: 22 /min|SpO2: 98 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 94 /min|peripher tastbar|RR: 80.079,somnolent,mittelweit,,trocken|blass,612,658,420,920,104,117,126,135,345,640,429,173,502,722,813,,5
266,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 97 /min|peripher tastbar|RR: 82.074,somnolent,mittelweit,,trocken|blass,612,658,420,906,104,117,126,135,345,563,377,191,626,722,813,,6
267,freie Atemwege,Atemfreq: 22 /min|SpO2: 98 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 94 /min|peripher tastbar|RR: 79.072,somnolent,mittelweit,,trocken|blass,612,658,420,920,104,117,126,135,345,563,377,191,626,722,813,Monitoralarm / Pat. verschlechtert sich klinisch,7
268,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 97 /min|peripher tastbar|RR: 81.075,somnolent,mittelweit,,trocken|blass,612,658,420,906,104,117,126,135,345,563,377,191,626,722,813,,8
269,freie Atemwege,Atemfreq: 22 /min|SpO2: 98 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 94 /min|peripher tastbar|RR: 78.073,somnolent,mittelweit,,trocken|blass|,612,658,420,920,104,117,126,135,345,563,377,191,626,722,813,Monitoralarm / Pat. verschlechtert sich klinisch,9
270,,,,,,,,,,,,,,,,,,,,,,,,
274,freie Atemwege,Atemfreq: 22 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 105 /min|nur zentral noch tastbar|RR: 66.063,somnolent,mittelweit,,trocken|blass,612,658,422,906,104,117,126,135,345,511,370,274,665,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,4
275,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 137 /min|zentral nicht tastbar|RR: 27.024,keine Reaktion,mittelweit,,feucht|blass,612,658,408,920,104,117,126,135,345,640,429,173,502,722,827,Monitoralarm / Pat. verschlechtert sich klinisch,5
276,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 145 /min|zentral nicht tastbar|RR: 24.022,keine Reaktion,mittelweit,,feucht|blass,612,658,408,906,104,117,126,135,345,563,377,191,626,722,827,Monitoralarm / Pat. verschlechtert sich klinisch,6
277,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 145 /min|zentral nicht tastbar|RR: 16.014,keine Reaktion,mittelweit,,feucht|blass,612,658,408,920,104,117,126,135,345,563,377,191,626,722,827,Monitoralarm / Pat. verschlechtert sich klinisch,7
278,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 153 /min|zentral nicht tastbar|RR: 13.012,keine Reaktion,mittelweit,,feucht|blass,612,658,408,906,104,117,126,135,345,563,377,191,626,714,827,Monitoralarm / Pat. verschlechtert sich klinisch,8
279,freie Atemwege,Atemfreq: 26 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 153 /min|zentral nicht tastbar|RR: 5.005,keine Reaktion,mittelweit,,feucht|blass|,612,658,408,920,104,117,126,135,345,563,377,191,626,714,827,Monitoralarm / Pat. verschlechtert sich klinisch,9
280,,,,,,,,,,,,,,,,,,,,,,,,
284,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 61 /min|peripher kräftig tastbar|RR: 138.087,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,418,906,104,117,126,135,345,511,370,274,665,722,807,,4
285,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 57 /min|peripher kräftig tastbar|RR: 140.086,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,418,920,104,117,126,135,345,640,429,173,502,722,807,,5
286,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 57 /min|peripher kräftig tastbar|RR: 147.090,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,418,906,104,117,126,135,345,563,377,191,626,722,807,,6
287,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 53 /min|peripher kräftig tastbar|RR: 149.089,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,418,920,104,117,126,135,345,563,377,191,626,722,807,Monitoralarm / Pat. verschlechtert sich klinisch,7
288,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 53 /min|peripher kräftig tastbar|RR: 156.093,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,418,906,104,117,126,135,345,563,377,191,626,722,807,Monitoralarm / Pat. verschlechtert sich klinisch,8
289,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 49 /min|peripher kräftig tastbar|RR: 158.092,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig|,612,656,418,920,104,117,126,135,345,563,377,191,626,722,807,Monitoralarm / Pat. verschlechtert sich klinisch,9
290,,,,,,,,,,,,,,,,,,,,,,,,
294,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 66 /min|peripher tastbar|RR: 121.077,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass,612,656,420,906,104,117,126,135,345,511,370,274,665,722,833,,4
295,freie Atemwege,Atemfreq: 29 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 83 /min|peripher tastbar|RR: 87.074,somnolent,mittelweit,,trocken|blass,612,656,422,920,104,117,126,135,345,640,429,173,502,722,837,,5
296,freie Atemwege,Atemfreq: 29 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 85 /min|peripher tastbar|RR: 89.077,somnolent,mittelweit,,trocken|blass,612,656,422,906,104,117,126,135,345,563,377,191,626,722,837,,6
297,freie Atemwege,Atemfreq: 29 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 82 /min|peripher tastbar|RR: 86.075,somnolent,mittelweit,,trocken|blass,612,656,422,920,104,117,126,135,345,563,377,191,626,722,837,,7
298,freie Atemwege,Atemfreq: 29 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 84 /min|peripher tastbar|RR: 88.078,somnolent,mittelweit,,trocken|blass,612,656,422,906,104,117,126,135,345,563,377,191,626,722,837,,8
299,freie Atemwege,Atemfreq: 29 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 81 /min|peripher tastbar|RR: 85.076,somnolent,mittelweit,,trocken|blass|,612,656,422,920,104,117,126,135,345,563,377,191,626,722,837,,9
300,,,,,,,,,,,,,,,,,,,,,,,,
304,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 68 /min|peripher tastbar|RR: 120.086,"wach, orientiert",mittelweit,verlangsamt,trocken|blass,612,656,413,906,104,117,126,135,345,511,370,274,665,722,820,,4
305,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 64 /min|peripher tastbar|RR: 122.085,"wach, orientiert",mittelweit,verlangsamt,trocken|blass,612,656,413,920,104,117,126,135,345,640,429,173,502,722,820,,5
306,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 64 /min|peripher tastbar|RR: 129.089,"wach, orientiert",mittelweit,verlangsamt,trocken|blass,612,656,413,906,104,117,126,135,345,563,377,191,626,722,820,,6
307,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 60 /min|peripher kräftig tastbar|RR: 131.088,"wach, orientiert",mittelweit,verlangsamt,trocken|blass,612,656,413,920,104,117,126,135,345,563,377,191,626,722,820,,7
308,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 60 /min|peripher kräftig tastbar|RR: 138.092,"wach, orientiert",mittelweit,verlangsamt,trocken|blass,612,656,413,906,104,117,126,135,345,563,377,191,626,722,820,,8
309,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 56 /min|peripher kräftig tastbar|RR: 140.091,"wach, orientiert",mittelweit,verlangsamt,trocken|blass|,612,656,413,920,104,117,126,135,345,563,377,191,626,722,820,,9
310,,,,,,,,,,,,,,,,,,,,,,,,
314,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 75 /min|peripher tastbar|RR: 98.075,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass,612,656,419,906,104,117,126,135,345,511,370,274,665,722,804,,4
315,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 98 /min|nur zentral noch tastbar|RR: 59.053,somnolent,mittelweit,,feucht|blass,612,656,407,920,104,117,126,135,345,640,429,173,502,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,5
316,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 104 /min|nur zentral noch tastbar|RR: 56.055,somnolent,mittelweit,,feucht|blass,612,656,407,906,104,117,126,135,345,563,377,191,626,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,6
317,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 104 /min|zentral nicht tastbar|RR: 48.043,somnolent,mittelweit,,feucht|blass,612,656,407,920,104,117,126,135,345,563,377,191,626,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,7
318,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 110 /min|zentral nicht tastbar|RR: 45.041,somnolent,mittelweit,,feucht|blass,612,656,407,906,104,117,126,135,345,563,377,191,626,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,8
319,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 110 /min|zentral nicht tastbar|RR: 37.033,keine Reaktion,mittelweit,,feucht|blass|,612,656,407,920,104,117,126,135,345,563,377,191,626,722,822,Monitoralarm / Pat. verschlechtert sich klinisch,9
320,,,,,,,,,,,,,,,,,,,,,,,,
324,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 87 /min|peripher tastbar|RR: 106.083,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,658,423,906,104,117,126,135,345,511,370,274,665,722,836,,4
325,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 81 /min|peripher tastbar|RR: 108.082,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,658,423,920,104,117,126,135,345,640,429,173,502,722,836,,5
326,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 81 /min|peripher tastbar|RR: 115.086,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,658,423,906,104,117,126,135,345,563,377,191,626,722,836,,6
327,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 77 /min|peripher tastbar|RR: 117.085,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,658,423,920,104,117,126,135,345,563,377,191,626,722,836,,7
328,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 77 /min|peripher tastbar|RR: 124.089,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,658,423,906,104,117,126,135,345,563,377,191,626,722,836,,8
329,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 73 /min|peripher tastbar|RR: 126.088,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig|,612,658,423,920,104,117,126,135,345,563,377,191,626,722,836,,9
330,,,,,,,,,,,,,,,,,,,,,,,,
334,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 97 /min|peripher tastbar|RR: 84.072,somnolent,mittelweit,,trocken|rosig,612,658,430,906,104,117,126,135,345,511,370,274,665,722,837,,4
335,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 126 /min|zentral nicht tastbar|RR: 45.041,somnolent,mittelweit,,feucht|grau,612,658,411,920,104,117,126,135,345,640,429,173,502,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,5
336,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 134 /min|zentral nicht tastbar|RR: 42.038,somnolent,mittelweit,,feucht|grau,612,658,411,906,104,117,126,135,345,563,377,191,626,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,6
337,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 134 /min|zentral nicht tastbar|RR: 34.031,keine Reaktion,mittelweit,,feucht|grau,612,658,411,920,104,117,126,135,345,563,377,191,626,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,7
338,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 142 /min|zentral nicht tastbar|RR: 31.028,keine Reaktion,mittelweit,,feucht|grau,612,658,411,906,104,117,126,135,345,563,377,191,626,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,8
339,freie Atemwege,Atemfreq: 29 /min|SpO2: 0 % nicht messbar|normales AG hörbar,Herzfreq: 142 /min|zentral nicht tastbar|RR: 23.021,keine Reaktion,mittelweit,,feucht|grau|,612,658,411,920,104,117,126,135,345,563,377,191,626,722,831,Monitoralarm / Pat. verschlechtert sich klinisch,9
340,,,,,,,,,,,,,,,,,,,,,,,,
344,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 96 /min|peripher tastbar|RR: 88.082,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass,612,658,420,906,104,117,126,135,345,511,370,274,665,722,813,,4
345,freie Atemwege,Atemfreq: 25 /min|SpO2: 96 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 90 /min|peripher tastbar|RR: 90.081,"wach, orientiert",mittelweit,verlangsamt,trocken|blass,612,658,420,920,104,117,126,135,345,640,429,173,502,722,813,,5
346,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 90 /min|peripher tastbar|RR: 97.085,"wach, orientiert",mittelweit,verlangsamt,trocken|blass,612,658,420,906,104,117,126,135,345,563,377,191,626,722,813,,6
