Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
217,freie Atemwege,Atemfreq: 20 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 99 /min|peripher kräftig tastbar|RR: 139.070,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,7
218,freie Atemwege,Atemfreq: 22 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 106 /min|peripher kräftig tastbar|RR: 147.077,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,801,Pat. hat keine Schmerzen,8
219,freie Atemwege,Atemfreq: 19 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 103 /min|peripher kräftig tastbar|RR: 144.077,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,9
220,,,,,,,,,,,,,,,,,,,,,,,,
223,freie Atemwege,Atemfreq: 17 /min|SpO2: 98 %|flache Atmung|normales AG hörbar,Herzfreq: 90 /min|peripher tastbar|RR: 115.026,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,3
224,freie Atemwege,Atemfreq: 18 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 97 /min|peripher tastbar|RR: 123.033,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,4
225,freie Atemwege,Atemfreq: 16 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 94 /min|peripher tastbar|RR: 120.033,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,5
226,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 101 /min|peripher tastbar|RR: 128.040,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,6
227,freie Atemwege,Atemfreq: 15 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 98 /min|peripher tastbar|RR: 125.040,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,7
228,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 105 /min|peripher kräftig tastbar|RR: 133.047,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,801,Pat. hat keine Schmerzen,8
229,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 102 /min|peripher kräftig tastbar|RR: 130.047,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,9
230,,,,,,,,,,,,,,,,,,,,,,,,
233,freie Atemwege,Atemfreq: 23 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 96 /min|peripher kräftig tastbar|RR: 132.056,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,3
234,freie Atemwege,Atemfreq: 24 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 103 /min|peripher kräftig tastbar|RR: 140.063,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,4
235,freie Atemwege,Atemfreq: 22 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 100 /min|peripher kräftig tastbar|RR: 137.063,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,5
236,freie Atemwege,Atemfreq: 23 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 107 /min|peripher kräftig tastbar|RR: 145.070,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,6
237,freie Atemwege,Atemfreq: 21 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 104 /min|peripher kräftig tastbar|RR: 142.070,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,7
238,freie Atemwege,Atemfreq: 23 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 111 /min|peripher kräftig tastbar|RR: 150.077,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,801,Pat. hat keine Schmerzen,8
239,freie Atemwege,Atemfreq: 20 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 107 /min|peripher kräftig tastbar|RR: 147.077,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,9
240,,,,,,,,,,,,,,,,,,,,,,,,
243,freie Atemwege,Atemfreq: 22 /min|SpO2: 98 %|flache Atmung|normales AG hörbar,Herzfreq: 91 /min|peripher tastbar|RR: 129.056,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,3
244,freie Atemwege,Atemfreq: 23 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 98 /min|peripher kräftig tastbar|RR: 137.063,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,4
245,freie Atemwege,Atemfreq: 21 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 95 /min|peripher kräftig tastbar|RR: 134.063,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,5
246,freie Atemwege,Atemfreq: 22 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 102 /min|peripher kräftig tastbar|RR: 142.070,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,6
247,freie Atemwege,Atemfreq: 20 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 99 /min|peripher kräftig tastbar|RR: 139.070,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,7
248,freie Atemwege,Atemfreq: 22 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 106 /min|peripher kräftig tastbar|RR: 147.077,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,801,Pat. hat keine Schmerzen,8
249,freie Atemwege,Atemfreq: 19 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 103 /min|peripher kräftig tastbar|RR: 144.077,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,9
250,,,,,,,,,,,,,,,,,,,,,,,,
253,freie Atemwege,Atemfreq: 28 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 95 /min|peripher kräftig tastbar|RR: 144.083,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. klagt über starke Schmerzen,3
254,freie Atemwege,Atemfreq: 30 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 100 /min|peripher kräftig tastbar|RR: 150.087,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. klagt über starke Schmerzen,4
255,freie Atemwege,Atemfreq: 28 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 95 /min|peripher kräftig tastbar|RR: 145.084,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. klagt über starke Schmerzen,5
256,freie Atemwege,Atemfreq: 30 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 100 /min|peripher kräftig tastbar|RR: 151.088,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. klagt über starke Schmerzen,6
257,freie Atemwege,Atemfreq: 28 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 95 /min|peripher kräftig tastbar|RR: 146.085,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. klagt über starke Schmerzen,7
258,freie Atemwege,Atemfreq: 30 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 100 /min|peripher kräftig tastbar|RR: 152.089,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,820,Pat. klagt über starke Schmerzen,8
259,freie Atemwege,Atemfreq: 28 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 95 /min|peripher kräftig tastbar|RR: 147.086,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. klagt über starke Schmerzen,9
260,,,,,,,,,,,,,,,,,,,,,,,,
263,freie Atemwege,Atemfreq: 23 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 96 /min|peripher kräftig tastbar|RR: 132.056,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,3
264,freie Atemwege,Atemfreq: 24 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 103 /min|peripher kräftig tastbar|RR: 140.063,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,4
265,freie Atemwege,Atemfreq: 22 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 100 /min|peripher kräftig tastbar|RR: 137.063,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,5
266,freie Atemwege,Atemfreq: 23 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 107 /min|peripher kräftig tastbar|RR: 145.070,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,6
267,freie Atemwege,Atemfreq: 21 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 104 /min|peripher kräftig tastbar|RR: 142.070,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,7
268,freie Atemwege,Atemfreq: 23 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 111 /min|peripher kräftig tastbar|RR: 150.077,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,801,Pat. hat keine Schmerzen,8
269,freie Atemwege,Atemfreq: 20 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 107 /min|peripher kräftig tastbar|RR: 147.077,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,9
270,,,,,,,,,,,,,,,,,,,,,,,,
273,freie Atemwege,Atemfreq: 29 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 98 /min|peripher kräftig tastbar|RR: 145.080,"wach, orientiert",mittelweit,aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,833,Pat. klagt über sehr starke Schmerzen,3
274,freie Atemwege,Atemfreq: 32 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 101 /min|peripher kräftig tastbar|RR: 149.081,"wach, orientiert",mittelweit,aufgeregt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,824,Pat. klagt über sehr starke Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,4
275,freie Atemwege,Atemfreq: 30 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 94 /min|peripher kräftig tastbar|RR: 142.075,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,833,Pat. klagt über stärkste Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,5
276,freie Atemwege,Atemfreq: 33 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 97 /min|peripher kräftig tastbar|RR: 146.076,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,824,Pat. klagt über stärkste Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,6
277,freie Atemwege,Atemfreq: 31 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 139.070,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,836,Pat. klagt über unerträgliche Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,7
278,freie Atemwege,Atemfreq: 33 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 92 /min|peripher kräftig tastbar|RR: 143.071,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,812,Pat. klagt über unerträgliche Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,8
279,freie Atemwege,Atemfreq: 32 /min|SpO2: 93 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 136.065,"wach, orientiert",mittelweit,hysterisch,trocken|leichte Zyanose,608,656,423,912,104,117,126,135,345,559,432,106,615,748,836,Pat. klagt über leichte Atemnot|Pat. klagt über unerträgliche Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,9
280,,,,,,,,,,,,,,,,,,,,,,,,
283,freie Atemwege,Atemfreq: 17 /min|SpO2: 98 %|flache Atmung|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 113.031,somnolent,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,,3
284,freie Atemwege,Atemfreq: 18 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 92 /min|peripher tastbar|RR: 121.038,somnolent,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,,4
285,freie Atemwege,Atemfreq: 16 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 89 /min|peripher tastbar|RR: 118.038,somnolent,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,,5
286,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 96 /min|peripher tastbar|RR: 126.045,somnolent,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,,6
287,freie Atemwege,Atemfreq: 15 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 93 /min|peripher tastbar|RR: 123.045,somnolent,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,,7
288,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 100 /min|peripher kräftig tastbar|RR: 131.052,somnolent,mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,801,,8
289,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 97 /min|peripher tastbar|RR: 128.052,somnolent,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,,9
290,,,,,,,,,,,,,,,,,,,,,,,,
293,freie Atemwege,Atemfreq: 23 /min|SpO2: 94 %|normales AG hörbar,Herzfreq: 92 /min|peripher kräftig tastbar|RR: 130.061,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,3
294,freie Atemwege,Atemfreq: 24 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 99 /min|peripher kräftig tastbar|RR: 138.068,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,4
295,freie Atemwege,Atemfreq: 22 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 96 /min|peripher kräftig tastbar|RR: 135.068,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,5
296,freie Atemwege,Atemfreq: 23 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 103 /min|peripher kräftig tastbar|RR: 143.075,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,6
297,freie Atemwege,Atemfreq: 21 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 100 /min|peripher kräftig tastbar|RR: 140.075,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,7
298,freie Atemwege,Atemfreq: 23 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 107 /min|peripher kräftig tastbar|RR: 148.082,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,801,Pat. hat keine Schmerzen,8
299,freie Atemwege,Atemfreq: 20 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 104 /min|peripher kräftig tastbar|RR: 145.082,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,9
300,,,,,,,,,,,,,,,,,,,,,,,,
303,freie Atemwege,Atemfreq: 18 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 91 /min|peripher tastbar|RR: 116.031,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,3
304,freie Atemwege,Atemfreq: 19 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 98 /min|peripher tastbar|RR: 124.038,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,4
305,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 95 /min|peripher tastbar|RR: 121.038,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,5
306,freie Atemwege,Atemfreq: 18 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 102 /min|peripher tastbar|RR: 129.045,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,6
307,freie Atemwege,Atemfreq: 16 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 99 /min|peripher tastbar|RR: 126.045,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,7
308,freie Atemwege,Atemfreq: 18 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 106 /min|peripher kräftig tastbar|RR: 134.052,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,801,Pat. hat keine Schmerzen,8
309,freie Atemwege,Atemfreq: 15 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 103 /min|peripher kräftig tastbar|RR: 131.052,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,9
310,,,,,,,,,,,,,,,,,,,,,,,,
313,freie Atemwege,Atemfreq: 24 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 97 /min|peripher kräftig tastbar|RR: 133.061,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,3
314,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 104 /min|peripher kräftig tastbar|RR: 141.068,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,4
315,freie Atemwege,Atemfreq: 23 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 101 /min|peripher kräftig tastbar|RR: 138.068,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,812,Pat. hat keine Schmerzen,5
316,freie Atemwege,Atemfreq: 24 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 108 /min|peripher kräftig tastbar|RR: 146.075,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,559,432,106,615,748,820,Pat. hat keine Schmerzen,6
317,freie Atemwege,Atemfreq: 22 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 105 /min|peripher kräftig tastbar|RR: 143.075,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,559,432,106,615,748,824,Pat. hat keine Schmerzen,7
318,freie Atemwege,Atemfreq: 24 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 112 /min|peripher kräftig tastbar|RR: 151.082,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,919,104,117,126,135,345,559,432,106,615,748,801,Pat. hat keine Schmerzen,8
