Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
360,,,,,,,,,,,,,,,,,,,,,,,,
500,,Atemfrequenz: 0 /min|SpO2: n.m. %|Atemstillstand,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
502,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 0 % nicht messbar|Beatmung,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
551,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 115.066,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,747,801,,0
751,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 119.070,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,747,801,,1
752,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 125.074,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,747,803,,2
753,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 120.071,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,747,801,,3
754,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 126.075,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,747,803,,4
755,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 121.072,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,747,801,,5
756,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 127.076,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,747,803,,6
757,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 122.073,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,747,801,,7
758,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 128.077,narkotisiert,mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,747,803,,8
759,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 123.074,narkotisiert,mittelweit,,trocken|rosig|,612,656,423,912,104,117,126,135,345,617,418,242,615,747,801,,9
760,,,,,,,,,,,,,,,,,,,,,,,,
