Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA_SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
317,freie Atemwege,Atemfreq: 13 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 79 /min|peripher tastbar|RR: 127.060,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,7
318,freie Atemwege,Atemfreq: 15 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 85 /min|peripher kräftig tastbar|RR: 131.061,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,801,Pat. hat keine Schmerzen,8
319,freie Atemwege,Atemfreq: 13 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 83 /min|peripher tastbar|RR: 124.055,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig|,612,656,423,912,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen,9
320,,,,,,,,,,,,,,,,,,,,,,,,
354,freie Atemwege,Atemfreq: 27 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 159.087,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen,4
355,freie Atemwege,Atemfreq: 26 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 80 /min|peripher kräftig tastbar|RR: 156.087,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,833,Pat. hat keine Schmerzen,5
356,freie Atemwege,Atemfreq: 28 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 82 /min|peripher kräftig tastbar|RR: 164.094,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen,6
357,freie Atemwege,Atemfreq: 27 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 161.094,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,833,Pat. hat keine Schmerzen,7
358,freie Atemwege,Atemfreq: 29 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 169.101,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,8
359,freie Atemwege,Atemfreq: 27 /min|SpO2: 93 %|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 166.101,"wach, orientiert",mittelweit,hysterisch,trocken|leichte Zyanose|,608,656,423,912,104,117,126,135,345,617,418,242,615,722,836,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,9
360,,,,,,,,,,,,,,,,,,,,,,,,
500,,Atemfrequenz: 0 /min|SpO2: n.m. %|Atemstillstand,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
502,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 0 % nicht messbar|Beatmung,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
551,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 120.063,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,801,,10
552,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 126.067,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,803,,11
553,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 121.064,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,801,,12
554,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 88 /min|peripher kräftig tastbar|RR: 148.080,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,803,,3
714,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 133.069,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,803,,4
715,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 71 /min|peripher tastbar|RR: 128.066,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,5
716,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 134.070,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,803,,6
717,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 71 /min|peripher tastbar|RR: 129.067,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,7
718,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 135.071,narkotisiert,mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,803,,8
719,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 71 /min|peripher kräftig tastbar|RR: 130.068,narkotisiert,mittelweit,,trocken|rosig|,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,9
720,,,,,,,,,,,,,,,,,,,,,,,,
754,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 87 /min|peripher kräftig tastbar|RR: 151.079,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,803,,4
755,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 146.076,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,5
756,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 87 /min|peripher kräftig tastbar|RR: 152.080,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,803,,6
757,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 147.077,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,7
758,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 87 /min|peripher kräftig tastbar|RR: 153.081,narkotisiert,mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,803,,8
759,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 148.078,narkotisiert,mittelweit,,trocken|rosig|,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,9
760,,,,,,,,,,,,,,,,,,,,,,,,
