Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA_SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
279,freie Atemwege,Atemfreq: 25 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 144.077,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,833,Pat. klagt über stärkste Schmerzen,9
280,,,,,,,,,,,,,,,,,,,,,,,,
287,freie Atemwege,Atemfreq: 12 /min|SpO2: 98 %|flache Atmung|normales AG hörbar,Herzfreq: 71 /min|peripher tastbar|RR: 115.033,somnolent,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,,7
288,freie Atemwege,Atemfreq: 13 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 123.040,somnolent,mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,573,341,121,615,722,820,,8
289,freie Atemwege,Atemfreq: 11 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 74 /min|peripher tastbar|RR: 120.040,somnolent,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,,9
290,,,,,,,,,,,,,,,,,,,,,,,,
297,freie Atemwege,Atemfreq: 18 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 132.063,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,7
298,freie Atemwege,Atemfreq: 19 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 82 /min|peripher kräftig tastbar|RR: 140.070,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,573,341,121,615,722,820,Pat. hat keine Schmerzen,8
299,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 80 /min|peripher kräftig tastbar|RR: 137.070,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,9
300,,,,,,,,,,,,,,,,,,,,,,,,
307,freie Atemwege,Atemfreq: 13 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 75 /min|peripher tastbar|RR: 118.033,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,7
308,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 81 /min|peripher tastbar|RR: 126.040,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,573,341,121,615,722,820,Pat. hat keine Schmerzen,8
309,freie Atemwege,Atemfreq: 12 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 79 /min|peripher tastbar|RR: 123.040,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,9
310,,,,,,,,,,,,,,,,,,,,,,,,
317,freie Atemwege,Atemfreq: 19 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 80 /min|peripher kräftig tastbar|RR: 135.063,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,7
318,freie Atemwege,Atemfreq: 20 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 143.070,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,919,104,117,126,135,345,573,341,121,615,722,820,Pat. hat keine Schmerzen,8
319,freie Atemwege,Atemfreq: 18 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 140.070,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,9
320,,,,,,,,,,,,,,,,,,,,,,,,
327,freie Atemwege,Atemfreq: 18 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 132.063,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,7
328,freie Atemwege,Atemfreq: 19 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 82 /min|peripher kräftig tastbar|RR: 140.070,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,573,341,121,615,722,820,Pat. hat keine Schmerzen,8
329,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 80 /min|peripher kräftig tastbar|RR: 137.070,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,9
330,,,,,,,,,,,,,,,,,,,,,,,,
337,freie Atemwege,Atemfreq: 24 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 79 /min|peripher kräftig tastbar|RR: 147.090,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. klagt über starke Schmerzen,7
338,freie Atemwege,Atemfreq: 26 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 153.094,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,919,104,117,126,135,345,573,341,121,615,722,820,Pat. klagt über starke Schmerzen,8
339,freie Atemwege,Atemfreq: 24 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 79 /min|peripher kräftig tastbar|RR: 148.091,"wach, nicht orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. klagt über starke Schmerzen,9
340,,,,,,,,,,,,,,,,,,,,,,,,
347,freie Atemwege,Atemfreq: 19 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 80 /min|peripher kräftig tastbar|RR: 135.063,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,7
348,freie Atemwege,Atemfreq: 20 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 143.070,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,573,341,121,615,722,820,Pat. hat keine Schmerzen,8
349,freie Atemwege,Atemfreq: 18 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 140.070,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,812,Pat. hat keine Schmerzen,9
350,,,,,,,,,,,,,,,,,,,,,,,,
357,freie Atemwege,Atemfreq: 25 /min|SpO2: 98 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 81 /min|peripher kräftig tastbar|RR: 148.087,"wach, orientiert",mittelweit,aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,833,Pat. klagt über sehr starke Schmerzen,7
358,freie Atemwege,Atemfreq: 28 /min|SpO2: 98 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 152.088,"wach, orientiert",mittelweit,aufgeregt,trocken|rosig,612,656,423,919,104,117,126,135,345,573,341,121,615,722,824,Pat. klagt über sehr starke Schmerzen,8
359,freie Atemwege,Atemfreq: 26 /min|SpO2: 96 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 77 /min|peripher kräftig tastbar|RR: 145.082,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,833,Pat. klagt über stärkste Schmerzen,9
360,,,,,,,,,,,,,,,,,,,,,,,,
500,,Atemfrequenz: 0 /min|SpO2: n.m. %|Atemstillstand,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
502,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 0 % nicht messbar|Beatmung,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
551,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 120.063,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,573,341,121,615,722,801,,10
552,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 126.067,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,803,,11
553,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 121.064,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,573,341,121,615,722,801,,12
554,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 127.068,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,803,,13
555,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 122.065,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,573,341,121,615,722,801,,14
556,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 128.069,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,573,341,121,615,722,803,,15
557,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 141.086,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,573,341,121,615,722,801,,6
757,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 98 %|Beatmung|normales AG hörbar,Herzfreq: 79 /min|peripher tastbar|RR: 129.058,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,801,,7
758,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 85 /min|peripher kräftig tastbar|RR: 137.065,narkotisiert,mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,573,341,121,615,722,803,,8
759,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 134.065,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,573,341,121,615,722,801,,9
760,,,,,,,,,,,,,,,,,,,,,,,,
