Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
240,,,,,,,,,,,,,,,,,,,,,,,,
277,freie Atemwege,Atemfreq: 24 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 81 /min|peripher kräftig tastbar|RR: 176/104,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,833,Pat. hat keine Schmerzen,7
278,freie Atemwege,Atemfreq: 27 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 184/111,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,8
279,freie Atemwege,Atemfreq: 25 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 77 /min|peripher kräftig tastbar|RR: 181/111,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,833,Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,9
280,,,,,,,,,,,,,,,,,,,,,,,,
317,freie Atemwege,Atemfreq: 15 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 73 /min|peripher kräftig tastbar|RR: 155/093,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,7
318,freie Atemwege,Atemfreq: 16 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 159/094,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,8
319,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 152/088,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,9
320,,,,,,,,,,,,,,,,,,,,,,,,
357,freie Atemwege,Atemfreq: 25 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 82 /min|peripher kräftig tastbar|RR: 177/109,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,833,Pat. hat keine Schmerzen,7
358,freie Atemwege,Atemfreq: 28 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 185/116,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,8
359,freie Atemwege,Atemfreq: 26 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 182/116,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,833,Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,9
360,,,,,,,,,,,,,,,,,,,,,,,,
500,,Atemfrequenz: 0 /min|SpO2: n.m. %|Atemstillstand,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
502,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 0 % nicht messbar|Beatmung,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
551,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 147/087,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,801,,10
552,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 153/091,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,803,,11
553,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 148/088,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,801,,12
554,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 154/092,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,803,,13
555,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 149/089,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,801,,14
556,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 155/093,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,803,,15
557,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 171/102,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,801,,6
717,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 71 /min|peripher kräftig tastbar|RR: 156/091,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,7
718,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 162/095,narkotisiert,mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,803,,8
719,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 71 /min|peripher kräftig tastbar|RR: 157/092,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,9
720,,,,,,,,,,,,,,,,,,,,,,,,
757,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 174/101,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,7
758,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 87 /min|peripher kräftig tastbar|RR: 180/105,narkotisiert,mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,803,Monitoralarm / Pat. verschlechtert sich klinisch,8
759,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 175/102,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,801,,9
760,,,,,,,,,,,,,,,,,,,,,,,,
