Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA_SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
279,freie Atemwege,Atemfreq: 30 /min|SpO2: 75 %|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 138.056,"wach, nicht orientiert",mittelweit,aufgeregt,feucht|sichtbare Zyanose|,606,656,424,912,103,111,126,135,345,566,336,159,615,728,836,Pat. klagt über Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,9
280,,,,,,,,,,,,,,,,,,,,,,,,
295,freie Atemwege,Atemfreq: 17 /min|SpO2: 94 %|normales AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 133.072,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,424,912,103,111,126,135,345,566,336,159,615,728,820,Pat. hat keine Schmerzen,5
296,freie Atemwege,Atemfreq: 17 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 141.079,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,424,926,103,111,126,135,345,566,336,159,615,728,807,Pat. hat keine Schmerzen,6
297,freie Atemwege,Atemfreq: 16 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 82 /min|peripher kräftig tastbar|RR: 138.079,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,424,912,103,111,126,135,345,566,336,159,615,728,820,Pat. hat keine Schmerzen,7
298,freie Atemwege,Atemfreq: 16 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 88 /min|peripher kräftig tastbar|RR: 146.086,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,424,919,103,111,126,135,345,566,336,159,615,728,807,Pat. hat keine Schmerzen,8
299,freie Atemwege,Atemfreq: 15 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 143.086,"wach, orientiert",mittelweit,unauffällig,trocken|rosig|,612,656,424,912,103,111,126,135,345,566,336,159,615,728,801,Pat. hat keine Schmerzen,9
300,,,,,,,,,,,,,,,,,,,,,,,,
315,freie Atemwege,Atemfreq: 27 /min|SpO2: 82 %|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 146.069,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,424,912,103,111,126,135,345,566,336,159,615,728,820,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,5
316,freie Atemwege,Atemfreq: 28 /min|SpO2: 83 %|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 152.073,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,424,926,103,111,126,135,345,566,336,159,615,728,807,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,6
317,freie Atemwege,Atemfreq: 27 /min|SpO2: 82 %|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 147.070,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,424,912,103,111,126,135,345,566,336,159,615,728,820,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,7
318,freie Atemwege,Atemfreq: 28 /min|SpO2: 83 %|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 153.074,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,424,919,103,111,126,135,345,566,336,159,615,728,807,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,8
319,freie Atemwege,Atemfreq: 27 /min|SpO2: 82 %|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 148.071,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose|,608,656,424,912,103,111,126,135,345,566,336,159,615,728,820,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,9
320,,,,,,,,,,,,,,,,,,,,,,,,
335,freie Atemwege,Atemfreq: 22 /min|SpO2: 87 %|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 138.072,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,424,912,103,111,126,135,345,566,336,159,615,728,812,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,5
336,freie Atemwege,Atemfreq: 22 /min|SpO2: 89 %|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 146.079,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,424,926,103,111,126,135,345,566,336,159,615,728,820,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,6
337,freie Atemwege,Atemfreq: 21 /min|SpO2: 89 %|normales AG hörbar,Herzfreq: 87 /min|peripher kräftig tastbar|RR: 143.079,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,424,912,103,111,126,135,345,566,336,159,615,728,812,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,7
338,freie Atemwege,Atemfreq: 21 /min|SpO2: 91 %|normales AG hörbar,Herzfreq: 93 /min|peripher kräftig tastbar|RR: 151.086,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,424,919,103,111,126,135,345,566,336,159,615,728,820,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,8
339,freie Atemwege,Atemfreq: 20 /min|SpO2: 91 %|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 148.086,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose|,608,656,424,912,103,111,126,135,345,566,336,159,615,728,824,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,9
340,,,,,,,,,,,,,,,,,,,,,,,,
355,freie Atemwege,Atemfreq: 32 /min|SpO2: 74 %|vertiefte Atmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 91 /min|peripher kräftig tastbar|RR: 149.066,"wach, nicht orientiert",mittelweit,sehr aufgeregt,feucht|sichtbare Zyanose,606,663,424,912,103,111,126,135,345,566,336,159,615,728,833,Pat. klagt über Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,5
356,freie Atemwege,Atemfreq: 34 /min|SpO2: 74 %|vertiefte Atmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 93 /min|peripher kräftig tastbar|RR: 153.067,"wach, nicht orientiert",mittelweit,sehr aufgeregt,feucht|sichtbare Zyanose,606,663,424,926,103,111,126,135,345,566,336,159,615,728,824,Pat. klagt über Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,6
357,freie Atemwege,Atemfreq: 33 /min|SpO2: 72 %|vertiefte Atmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 146.061,"wach, nicht orientiert",mittelweit,sehr aufgeregt,feucht|sichtbare Zyanose,606,663,424,912,103,111,126,135,345,566,336,159,615,728,833,Pat. klagt über Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,7
358,freie Atemwege,Atemfreq: 35 /min|SpO2: 72 %|vertiefte Atmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 88 /min|peripher kräftig tastbar|RR: 150.062,"wach, nicht orientiert",mittelweit,sehr aufgeregt,feucht|sichtbare Zyanose,606,663,424,919,103,111,126,135,345,566,336,159,615,728,824,Pat. klagt über Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,8
359,freie Atemwege,Atemfreq: 34 /min|SpO2: 70 %|vertiefte Atmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 82 /min|peripher kräftig tastbar|RR: 143.056,"wach, nicht orientiert",mittelweit,sehr aufgeregt,feucht|schwere Zyanose|,615,663,424,912,103,111,126,135,345,566,336,159,615,728,836,Pat. klagt über schwere Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,9
360,,,,,,,,,,,,,,,,,,,,,,,,
500,,Atemfrequenz: 0 /min|SpO2: n.m. %|Atemstillstand,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
502,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 0 % nicht messbar|Beatmung,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
551,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 93 %|Beatmung|normales AG hörbar,Herzfreq: 79 /min|peripher tastbar|RR: 120.063,narkotisiert,mittelweit,,trocken|leichte Zyanose,608,656,424,906,103,111,126,135,345,566,336,159,615,728,801,,10
552,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 94 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher tastbar|RR: 126.067,narkotisiert,mittelweit,,trocken|rosig,612,656,424,912,103,111,126,135,345,566,336,159,615,728,803,,11
553,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 93 %|Beatmung|normales AG hörbar,Herzfreq: 79 /min|peripher tastbar|RR: 121.064,narkotisiert,mittelweit,,trocken|leichte Zyanose,608,656,424,906,103,111,126,135,345,566,336,159,615,728,801,,12
554,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 94 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher tastbar|RR: 127.068,narkotisiert,mittelweit,,trocken|rosig,612,656,424,912,103,111,126,135,345,566,336,159,615,728,803,,13
555,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 75 %|Beatmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 93 /min|peripher kräftig tastbar|RR: 142.065,narkotisiert,mittelweit,,trocken|sichtbare Zyanose,606,663,424,906,103,111,126,135,345,566,336,159,615,728,801,Monitoralarm / Pat. verschlechtert sich klinisch,4
735,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 92 %|Beatmung|normales AG hörbar,Herzfreq: 78 /min|peripher tastbar|RR: 128.072,narkotisiert,mittelweit,,trocken|leichte Zyanose,608,656,424,912,103,111,126,135,345,566,336,159,615,728,801,,5
736,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 94 %|Beatmung|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 136.079,narkotisiert,mittelweit,,trocken|leichte Zyanose,608,656,424,926,103,111,126,135,345,566,336,159,615,728,803,,6
737,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 94 %|Beatmung|normales AG hörbar,Herzfreq: 82 /min|peripher kräftig tastbar|RR: 133.079,narkotisiert,mittelweit,,trocken|leichte Zyanose,608,656,424,912,103,111,126,135,345,566,336,159,615,728,801,,7
738,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 96 %|Beatmung|normales AG hörbar,Herzfreq: 88 /min|peripher kräftig tastbar|RR: 141.086,narkotisiert,mittelweit,,trocken|rosig,612,656,424,919,103,111,126,135,345,566,336,159,615,728,803,,8
739,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 96 %|Beatmung|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 138.086,narkotisiert,mittelweit,,trocken|rosig|,612,656,424,912,103,111,126,135,345,566,336,159,615,728,807,,9
740,,,,,,,,,,,,,,,,,,,,,,,,
755,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 80 %|Beatmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 141.069,narkotisiert,mittelweit,,trocken|sichtbare Zyanose,606,656,424,912,103,111,126,135,345,566,336,159,615,728,801,Monitoralarm / Pat. verschlechtert sich klinisch,5
756,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 81 %|Beatmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 147.073,narkotisiert,mittelweit,,trocken|leichte Zyanose,608,656,424,926,103,111,126,135,345,566,336,159,615,728,803,Monitoralarm / Pat. verschlechtert sich klinisch,6
757,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 80 %|Beatmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 142.070,narkotisiert,mittelweit,,trocken|sichtbare Zyanose,606,656,424,912,103,111,126,135,345,566,336,159,615,728,801,Monitoralarm / Pat. verschlechtert sich klinisch,7
758,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 81 %|Beatmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 148.074,narkotisiert,mittelweit,,trocken|leichte Zyanose,608,656,424,919,103,111,126,135,345,566,336,159,615,728,803,Monitoralarm / Pat. verschlechtert sich klinisch,8
759,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 80 %|Beatmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 143.071,narkotisiert,mittelweit,,trocken|sichtbare Zyanose|,606,656,424,912,103,111,126,135,345,566,336,159,615,728,801,Monitoralarm / Pat. verschlechtert sich klinisch,9
760,,,,,,,,,,,,,,,,,,,,,,,,
